race_name,ppt_gender,distance_miles,date,med_time
Epic East Gate,M,31.07,2022-09-24,6.272222222222222
Epic East Gate,M,31.07,2023-05-27,6.864728333333333
FU5K Cancer,F,3.11,2021-05-23,0.7166666666666667
FU5K Cancer,F,3.11,2023-05-28,0.7461295833333333
FU5K Cancer,M,3.11,2021-05-23,0.5344444444444444
FU5K Cancer,M,3.11,2023-05-28,0.5839481944444443
Farm Park Challenge,F,1.0,2019-05-04,0.2
Farm Park Challenge,F,26.2,2019-05-04,5.202777777777778
Farm Park Challenge,F,26.2,2021-05-01,7.051944444444445
Farm Park Challenge,F,26.2,2022-05-07,7.170555555555556
Farm Park Challenge,F,26.2,2023-05-06,5.616805555555556
Farm Park Challenge,M,1.0,2019-05-04,0.2
Farm Park Challenge,M,26.2,2019-05-04,4.7975
Farm Park Challenge,M,26.2,2021-05-01,4.772777777777778
Farm Park Challenge,M,26.2,2022-05-07,5.7733333333333325
Farm Park Challenge,M,26.2,2023-05-06,5.440138888888888
Finger Lakes 50s,F,15.53,2019-07-06,3.7748611111111114
Finger Lakes 50s,F,15.53,2021-07-03,3.6308333333333334
Finger Lakes 50s,F,15.53,2022-07-02,3.4069444444444437
Finger Lakes 50s,F,15.53,2023-06-24,3.680277777777777
Finger Lakes 50s,F,31.07,2019-07-06,7.869166666666667
Finger Lakes 50s,F,31.07,2021-07-03,7.3516666666666675
Finger Lakes 50s,F,31.07,2022-07-02,7.849722222222223
Finger Lakes 50s,F,31.07,2023-06-24,7.870277777777776
Finger Lakes 50s,F,50.0,2019-07-06,11.452499999999999
Finger Lakes 50s,F,50.0,2021-07-03,10.688333333333333
Finger Lakes 50s,F,50.0,2022-07-02,10.92486111111111
Finger Lakes 50s,F,50.0,2023-06-24,10.635
Finger Lakes 50s,M,15.53,2019-07-06,3.225972222222222
Finger Lakes 50s,M,15.53,2021-07-03,3.3001388888888887
Finger Lakes 50s,M,15.53,2022-07-02,3.269027777777778
Finger Lakes 50s,M,15.53,2023-06-24,3.387222222222222
Finger Lakes 50s,M,31.07,2019-07-06,7.515
Finger Lakes 50s,M,31.07,2021-07-03,7.340833333333333
Finger Lakes 50s,M,31.07,2022-07-02,7.8975
Finger Lakes 50s,M,31.07,2023-06-24,7.528333333333333
Finger Lakes 50s,M,50.0,2019-07-06,10.643055555555556
Finger Lakes 50s,M,50.0,2021-07-03,10.526805555555557
Finger Lakes 50s,M,50.0,2022-07-02,10.742222222222221
Finger Lakes 50s,M,50.0,2023-06-24,10.79375
Fire Trail Running Festival,F,4.97,2022-06-18,1.1120865277777776
Fire Trail Running Festival,F,4.97,2023-06-17,1.1874445833333336
Fire Trail Running Festival,F,15.53,2022-06-18,4.294479166666666
Fire Trail Running Festival,F,15.53,2023-06-17,3.8990531944444444
Fire Trail Running Festival,F,31.07,2022-06-18,7.424597361111111
Fire Trail Running Festival,F,31.07,2023-06-17,7.756058055555555
Fire Trail Running Festival,M,4.97,2022-06-18,0.8413613888888889
Fire Trail Running Festival,M,4.97,2023-06-17,0.9520555555555555
Fire Trail Running Festival,M,15.53,2022-06-18,2.904994722222222
Fire Trail Running Festival,M,15.53,2023-06-17,3.3838483333333333
Fire Trail Running Festival,M,31.07,2022-06-18,6.256629583333334
Fire Trail Running Festival,M,31.07,2023-06-17,7.632440694444445
Firecracker Mile,F,1.0,2022-07-02,0.15277777777777776
Firecracker Mile,F,1.0,2023-07-01,0.16416666666666666
Firecracker Mile,M,1.0,2022-07-02,0.12416666666666668
Firecracker Mile,M,1.0,2023-07-01,0.1277777777777778
First State Trail Race,F,6.21,2021-06-12,1.5130555555555554
First State Trail Race,F,6.21,2022-05-22,1.4516666666666667
First State Trail Race,F,6.21,2023-05-06,1.360138888888889
First State Trail Race,F,15.53,2021-06-12,3.194722222222222
First State Trail Race,F,15.53,2022-05-22,3.566527777777778
First State Trail Race,F,15.53,2023-05-06,3.6355555555555554
First State Trail Race,F,31.07,2021-06-12,7.154166666666667
First State Trail Race,F,31.07,2022-05-22,7.3358333333333325
First State Trail Race,F,31.07,2023-05-06,7.054166666666666
First State Trail Race,M,6.21,2021-06-12,1.0934722222222222
First State Trail Race,M,6.21,2022-05-22,1.4191666666666667
First State Trail Race,M,6.21,2023-05-06,1.1633333333333333
First State Trail Race,M,15.53,2021-06-12,2.858055555555556
First State Trail Race,M,15.53,2022-05-22,3.3152777777777773
First State Trail Race,M,15.53,2023-05-06,2.9931944444444443
First State Trail Race,M,31.07,2021-06-12,5.866666666666666
First State Trail Race,M,31.07,2022-05-22,7.094166666666666
First State Trail Race,M,31.07,2023-05-06,6.347777777777778
Fish Hatchery 5K (Trail Run),F,3.11,2019-06-02,0.6301388888888889
Fish Hatchery 5K (Trail Run),F,3.11,2022-06-05,0.5690277777777778
Fish Hatchery 5K (Trail Run),F,3.11,2023-06-04,0.6797222222222222
Fish Hatchery 5K (Trail Run),M,3.11,2019-06-02,0.5151388888888888
Fish Hatchery 5K (Trail Run),M,3.11,2022-06-05,0.6058333333333333
Fish Hatchery 5K (Trail Run),M,3.11,2023-06-04,0.5929166666666668
Fit Farmer 12K Trail Run,F,7.46,2019-05-18,1.5338888888888886
Fit Farmer 12K Trail Run,F,7.46,2020-08-08,1.550277777777778
Fit Farmer 12K Trail Run,F,7.46,2021-05-15,1.5755555555555554
Fit Farmer 12K Trail Run,F,7.46,2022-05-21,1.7275
Fit Farmer 12K Trail Run,F,7.46,2023-05-13,1.71
Fit Farmer 12K Trail Run,M,7.46,2019-05-18,1.2072222222222222
Fit Farmer 12K Trail Run,M,7.46,2020-08-08,1.3119444444444446
Fit Farmer 12K Trail Run,M,7.46,2021-05-15,1.2477777777777779
Fit Farmer 12K Trail Run,M,7.46,2022-05-21,1.458611111111111
Fit Farmer 12K Trail Run,M,7.46,2023-05-13,1.5150000000000001
Flagstaff Doggie Dash & Ultra Bash!,F,3.1,2023-05-20,0.6204166666666667
Flagstaff Doggie Dash & Ultra Bash!,F,3.11,2022-08-28,0.6715272222222222
Flagstaff Doggie Dash & Ultra Bash!,F,3.11,2023-05-20,0.6197222222222222
Flagstaff Doggie Dash & Ultra Bash!,M,3.1,2023-05-20,0.4509722222222222
Flagstaff Doggie Dash & Ultra Bash!,M,3.11,2022-08-28,0.6003222222222223
Flagstaff Doggie Dash & Ultra Bash!,M,3.11,2023-05-20,0.4658333333333333
Flagstaff Extreme Big Pine,F,3.11,2019-06-08,0.8788888888888888
Flagstaff Extreme Big Pine,F,3.73,2021-06-12,1.0552777777777778
Flagstaff Extreme Big Pine,F,3.73,2022-06-11,0.9715277777777779
Flagstaff Extreme Big Pine,F,3.73,2023-06-10,0.985
Flagstaff Extreme Big Pine,F,8.08,2019-06-08,1.6776388888888887
Flagstaff Extreme Big Pine,F,8.08,2020-09-04,1.9655555555555557
Flagstaff Extreme Big Pine,F,8.08,2021-06-12,1.875277777777778
Flagstaff Extreme Big Pine,F,8.08,2022-06-11,1.8966666666666667
Flagstaff Extreme Big Pine,F,8.08,2023-06-10,1.886388888888889
Flagstaff Extreme Big Pine,F,16.78,2019-06-08,3.341388888888888
Flagstaff Extreme Big Pine,F,16.78,2020-09-04,3.7019444444444445
Flagstaff Extreme Big Pine,F,16.78,2021-06-12,3.8113888888888883
Flagstaff Extreme Big Pine,F,16.78,2022-06-11,3.671944444444444
Flagstaff Extreme Big Pine,F,16.78,2023-06-10,3.3355555555555556
Flagstaff Extreme Big Pine,F,32.93,2022-06-11,7.312916666666666
Flagstaff Extreme Big Pine,F,32.93,2023-06-10,6.438055555555556
Flagstaff Extreme Big Pine,F,33.55,2019-06-08,7.421666666666667
Flagstaff Extreme Big Pine,F,33.55,2020-09-04,7.345277777777777
Flagstaff Extreme Big Pine,F,33.55,2021-06-12,7.151805555555556
Flagstaff Extreme Big Pine,M,3.11,2019-06-08,0.7377777777777778
Flagstaff Extreme Big Pine,M,3.73,2021-06-12,0.8883333333333333
Flagstaff Extreme Big Pine,M,3.73,2022-06-11,0.8202777777777778
Flagstaff Extreme Big Pine,M,3.73,2023-06-10,0.7954166666666667
Flagstaff Extreme Big Pine,M,8.08,2019-06-08,1.5908333333333333
Flagstaff Extreme Big Pine,M,8.08,2020-09-04,1.2186111111111113
Flagstaff Extreme Big Pine,M,8.08,2021-06-12,1.6148611111111113
Flagstaff Extreme Big Pine,M,8.08,2022-06-11,1.6013888888888885
Flagstaff Extreme Big Pine,M,8.08,2023-06-10,1.42875
Flagstaff Extreme Big Pine,M,16.78,2019-06-08,2.932777777777778
Flagstaff Extreme Big Pine,M,16.78,2020-09-04,3.15375
Flagstaff Extreme Big Pine,M,16.78,2021-06-12,3.4005555555555556
Flagstaff Extreme Big Pine,M,16.78,2022-06-11,3.5561111111111114
Flagstaff Extreme Big Pine,M,16.78,2023-06-10,3.1319444444444438
Flagstaff Extreme Big Pine,M,32.93,2022-06-11,6.729722222222223
Flagstaff Extreme Big Pine,M,32.93,2023-06-10,6.825555555555556
Flagstaff Extreme Big Pine,M,33.55,2019-06-08,6.9719444444444445
Flagstaff Extreme Big Pine,M,33.55,2020-09-04,7.755
Flagstaff Extreme Big Pine,M,33.55,2021-06-12,7.319166666666666
Flower Moon,F,3.11,2021-05-15,0.9213888888888888
Flower Moon,F,4.0,2022-05-14,1.1293055555555553
Flower Moon,F,4.0,2023-05-13,1.2122222222222223
Flower Moon,F,13.1,2021-05-15,3.7747222222222216
Flower Moon,F,13.1,2022-05-14,3.781388888888889
Flower Moon,F,13.1,2023-05-13,3.8219444444444437
Flower Moon,F,26.2,2021-05-15,7.043611111111111
Flower Moon,F,26.2,2022-05-14,6.965416666666667
Flower Moon,F,26.2,2023-05-13,6.418333333333334
Flower Moon,F,50.0,2021-05-15,15.08902777777778
Flower Moon,F,50.0,2022-05-14,15.86402777777778
Flower Moon,F,50.0,2023-05-13,14.337222222222222
Flower Moon,M,3.11,2021-05-15,0.795138888888889
Flower Moon,M,4.0,2022-05-14,1.024722222222222
Flower Moon,M,4.0,2023-05-13,1.0138888888888888
Flower Moon,M,13.1,2021-05-15,3.3338888888888887
Flower Moon,M,13.1,2022-05-14,3.4883333333333337
Flower Moon,M,13.1,2023-05-13,3.2258333333333336
Flower Moon,M,26.2,2021-05-15,6.578888888888889
Flower Moon,M,26.2,2022-05-14,6.484444444444445
Flower Moon,M,26.2,2023-05-13,6.167638888888888
Flower Moon,M,50.0,2021-05-15,13.435833333333333
Flower Moon,M,50.0,2022-05-14,15.06402777777778
Flower Moon,M,50.0,2023-05-13,13.387361111111112
Follow the Flag 5K Trail Race,F,3.11,2019-07-06,0.8588888888888888
Follow the Flag 5K Trail Race,F,3.11,2020-07-11,0.7656944444444443
Follow the Flag 5K Trail Race,F,3.11,2021-07-10,0.8308333333333333
Follow the Flag 5K Trail Race,F,3.11,2022-07-09,0.8979166666666667
Follow the Flag 5K Trail Race,F,3.11,2023-07-08,0.8347222222222223
Follow the Flag 5K Trail Race,F,3.73,2019-07-06,1.0134722222222223
Follow the Flag 5K Trail Race,M,3.11,2019-07-06,0.6420833333333335
Follow the Flag 5K Trail Race,M,3.11,2020-07-11,0.5768055555555556
Follow the Flag 5K Trail Race,M,3.11,2021-07-10,0.6152777777777776
Follow the Flag 5K Trail Race,M,3.11,2022-07-09,0.7041666666666667
Follow the Flag 5K Trail Race,M,3.11,2023-07-08,0.6419444444444444
Follow the Flag 5K Trail Race,M,3.73,2019-07-06,0.7297222222222222
Folsom Lake Trail Run,F,6.21,2019-04-20,1.4469444444444444
Folsom Lake Trail Run,F,6.21,2022-04-30,1.525
Folsom Lake Trail Run,F,6.21,2023-05-06,1.5623611111111113
Folsom Lake Trail Run,F,13.1,2019-04-20,2.6741666666666664
Folsom Lake Trail Run,F,13.1,2022-04-30,2.7905555555555557
Folsom Lake Trail Run,F,13.1,2023-05-06,2.6913888888888886
Folsom Lake Trail Run,F,21.75,2019-04-20,4.6575
Folsom Lake Trail Run,F,21.75,2022-04-30,5.219722222222222
Folsom Lake Trail Run,F,21.75,2023-05-06,4.658333333333333
Folsom Lake Trail Run,F,31.07,2019-04-20,7.575277777777777
Folsom Lake Trail Run,F,31.07,2022-04-30,6.715277777777778
Folsom Lake Trail Run,F,31.07,2023-05-06,6.572638888888889
Folsom Lake Trail Run,M,6.21,2019-04-20,1.2058333333333333
Folsom Lake Trail Run,M,6.21,2022-04-30,1.1569444444444446
Folsom Lake Trail Run,M,6.21,2023-05-06,1.4577777777777778
Folsom Lake Trail Run,M,13.1,2019-04-20,2.3991666666666664
Folsom Lake Trail Run,M,13.1,2022-04-30,2.3025
Folsom Lake Trail Run,M,13.1,2023-05-06,2.552222222222222
Folsom Lake Trail Run,M,21.75,2019-04-20,4.055694444444445
Folsom Lake Trail Run,M,21.75,2022-04-30,4.742222222222223
Folsom Lake Trail Run,M,21.75,2023-05-06,3.963472222222222
Folsom Lake Trail Run,M,31.07,2019-04-20,6.049722222222223
Folsom Lake Trail Run,M,31.07,2022-04-30,6.2451388888888895
Folsom Lake Trail Run,M,31.07,2023-05-06,5.976388888888889
Forest Ranch Four,F,4.0,2019-04-28,0.8545752777777778
Forest Ranch Four,F,4.0,2021-04-17,0.9343055555555556
Forest Ranch Four,F,4.0,2022-04-23,0.9582225
Forest Ranch Four,F,4.0,2023-05-20,0.9090001388888889
Forest Ranch Four,F,9.32,2019-04-28,2.171111111111111
Forest Ranch Four,F,9.32,2021-04-17,2.4908333333333332
Forest Ranch Four,F,9.32,2022-04-23,2.1639947222222222
Forest Ranch Four,F,9.32,2023-05-20,1.901227777777778
Forest Ranch Four,F,13.1,2019-04-28,2.886974722222222
Forest Ranch Four,F,13.1,2021-04-17,2.77
Forest Ranch Four,F,13.1,2022-04-23,2.339523888888889
Forest Ranch Four,F,13.1,2023-05-20,3.3225
Forest Ranch Four,F,31.07,2019-04-28,6.378283611111112
Forest Ranch Four,F,31.07,2021-04-17,6.4558333333333335
Forest Ranch Four,F,31.07,2022-04-23,7.2266575
Forest Ranch Four,F,31.07,2023-05-20,8.322916666666666
Forest Ranch Four,F,62.14,2021-04-17,15.968333333333334
Forest Ranch Four,F,62.14,2022-04-23,15.27221847222222
Forest Ranch Four,F,62.14,2023-05-20,13.045277777777779
Forest Ranch Four,M,4.0,2019-04-28,0.720018611111111
Forest Ranch Four,M,4.0,2021-04-17,0.7916666666666666
Forest Ranch Four,M,4.0,2022-04-23,0.8675897222222222
Forest Ranch Four,M,4.0,2023-05-20,0.9703044444444444
Forest Ranch Four,M,9.32,2019-04-28,1.645192361111111
Forest Ranch Four,M,9.32,2021-04-17,2.0766666666666667
Forest Ranch Four,M,9.32,2022-04-23,1.9446016666666668
Forest Ranch Four,M,9.32,2023-05-20,1.981511111111111
Forest Ranch Four,M,13.1,2019-04-28,2.2863990277777777
Forest Ranch Four,M,13.1,2021-04-17,2.4180555555555556
Forest Ranch Four,M,13.1,2022-04-23,2.2288805555555555
Forest Ranch Four,M,13.1,2023-05-20,2.6105555555555555
Forest Ranch Four,M,31.07,2019-04-28,5.999532638888889
Forest Ranch Four,M,31.07,2021-04-17,5.817777777777778
Forest Ranch Four,M,31.07,2022-04-23,6.196210555555555
Forest Ranch Four,M,31.07,2023-05-20,6.947777777777778
Forest Ranch Four,M,62.14,2021-04-17,13.14472222222222
Forest Ranch Four,M,62.14,2022-04-23,13.357230833333334
Forest Ranch Four,M,62.14,2023-05-20,12.756944444444446
Fort Yargo Ultra,F,9.32,2020-06-06,2.4
Fort Yargo Ultra,F,9.32,2021-06-05,2.2781944444444444
Fort Yargo Ultra,F,15.53,2020-06-06,3.5083333333333333
Fort Yargo Ultra,F,15.53,2021-06-05,3.4930555555555554
Fort Yargo Ultra,F,15.53,2022-05-28,3.3630555555555555
Fort Yargo Ultra,F,15.53,2023-05-20,3.5741666666666663
Fort Yargo Ultra,F,31.07,2020-06-06,7.941666666666666
Fort Yargo Ultra,F,31.07,2021-06-05,8.167222222222223
Fort Yargo Ultra,F,31.07,2022-05-28,6.7188888888888885
Fort Yargo Ultra,F,31.07,2023-05-20,7.475555555555555
Fort Yargo Ultra,M,9.32,2020-06-06,2.15
Fort Yargo Ultra,M,9.32,2021-06-05,2.020138888888889
Fort Yargo Ultra,M,15.53,2020-06-06,2.816666666666667
Fort Yargo Ultra,M,15.53,2021-06-05,3.037916666666667
Fort Yargo Ultra,M,15.53,2022-05-28,3.2025
Fort Yargo Ultra,M,15.53,2023-05-20,3.4227777777777777
Fort Yargo Ultra,M,31.07,2020-06-06,7.15
Fort Yargo Ultra,M,31.07,2021-06-05,7.180833333333334
Fort Yargo Ultra,M,31.07,2022-05-28,6.987777777777778
Fort Yargo Ultra,M,31.07,2023-05-20,7.0024999999999995
Frost Town Trail Festival,F,6.21,2019-06-01,1.3827755555555554
Frost Town Trail Festival,F,6.21,2021-05-29,1.2986111111111112
Frost Town Trail Festival,F,6.21,2022-05-28,1.2780555555555557
Frost Town Trail Festival,F,6.21,2023-06-10,1.25
Frost Town Trail Festival,F,15.53,2019-06-01,3.095696944444445
Frost Town Trail Festival,F,15.53,2021-05-29,3.2204166666666665
Frost Town Trail Festival,F,15.53,2022-05-28,3.0370833333333334
Frost Town Trail Festival,F,15.53,2023-06-10,3.1754166666666666
Frost Town Trail Festival,M,6.21,2019-06-01,1.2448418055555555
Frost Town Trail Festival,M,6.21,2021-05-29,1.138888888888889
Frost Town Trail Festival,M,6.21,2022-05-28,0.9941666666666666
Frost Town Trail Festival,M,6.21,2023-06-10,1.2583333333333333
Frost Town Trail Festival,M,15.53,2019-06-01,2.8245170833333333
Frost Town Trail Festival,M,15.53,2021-05-29,2.5258333333333334
Frost Town Trail Festival,M,15.53,2022-05-28,2.7211111111111115
Frost Town Trail Festival,M,15.53,2023-06-10,2.685277777777778
Get Lost Trail Race,F,3.0,2019-06-30,0.6151525
Get Lost Trail Race,F,3.0,2021-07-11,0.7458997222222222
Get Lost Trail Race,F,3.0,2022-07-10,0.5785911111111111
Get Lost Trail Race,F,3.0,2023-07-09,0.6480555555555555
Get Lost Trail Race,F,7.0,2019-06-30,1.4754677777777776
Get Lost Trail Race,F,7.0,2021-07-11,1.4278666666666666
Get Lost Trail Race,F,7.0,2022-07-10,1.4337215277777777
Get Lost Trail Race,F,7.0,2023-07-09,1.4891666666666665
Get Lost Trail Race,M,3.0,2019-06-30,0.6114725
Get Lost Trail Race,M,3.0,2021-07-11,0.6476311111111112
Get Lost Trail Race,M,3.0,2022-07-10,0.5260525
Get Lost Trail Race,M,3.0,2023-07-09,0.4830555555555555
Get Lost Trail Race,M,7.0,2019-06-30,1.2181747222222223
Get Lost Trail Race,M,7.0,2021-07-11,1.3757772222222222
Get Lost Trail Race,M,7.0,2022-07-10,1.1703426388888891
Get Lost Trail Race,M,7.0,2023-07-09,1.49375
Ghost Town Trail Challenge,F,7.46,2019-06-15,1.756705
Ghost Town Trail Challenge,F,7.46,2020-08-22,1.6666666666666667
Ghost Town Trail Challenge,F,7.46,2021-06-19,1.638611111111111
Ghost Town Trail Challenge,F,7.46,2022-06-18,1.5565602777777778
Ghost Town Trail Challenge,F,7.46,2023-06-17,1.760744722222222
Ghost Town Trail Challenge,F,15.53,2019-06-15,3.990347777777777
Ghost Town Trail Challenge,F,15.53,2020-08-22,4.268184444444445
Ghost Town Trail Challenge,F,15.53,2021-06-19,4.522777777777778
Ghost Town Trail Challenge,F,15.53,2022-06-18,3.8375762499999997
Ghost Town Trail Challenge,F,15.53,2023-06-17,4.244505
Ghost Town Trail Challenge,F,31.07,2019-06-15,9.250556805555556
Ghost Town Trail Challenge,F,31.07,2020-08-22,8.068446666666667
Ghost Town Trail Challenge,F,31.07,2021-06-19,8.1325
Ghost Town Trail Challenge,F,31.07,2022-06-18,7.14204888888889
Ghost Town Trail Challenge,F,31.07,2023-06-17,7.845690972222221
Ghost Town Trail Challenge,M,7.46,2019-06-15,1.2393669444444446
Ghost Town Trail Challenge,M,7.46,2020-08-22,1.5368441666666668
Ghost Town Trail Challenge,M,7.46,2021-06-19,1.4416666666666667
Ghost Town Trail Challenge,M,7.46,2022-06-18,1.2671877777777778
Ghost Town Trail Challenge,M,7.46,2023-06-17,1.3669444444444445
Ghost Town Trail Challenge,M,15.53,2019-06-15,2.9704844444444443
Ghost Town Trail Challenge,M,15.53,2020-08-22,3.954380833333333
Ghost Town Trail Challenge,M,15.53,2021-06-19,4.143055555555555
Ghost Town Trail Challenge,M,15.53,2022-06-18,3.1004538888888886
Ghost Town Trail Challenge,M,15.53,2023-06-17,3.2661805555555556
Ghost Town Trail Challenge,M,31.07,2019-06-15,7.643878611111111
Ghost Town Trail Challenge,M,31.07,2020-08-22,6.542651944444445
Ghost Town Trail Challenge,M,31.07,2021-06-19,6.830555555555555
Ghost Town Trail Challenge,M,31.07,2022-06-18,6.407296111111111
Ghost Town Trail Challenge,M,31.07,2023-06-17,6.503586944444445
Glacier Ridge,F,18.64,2019-05-11,5.266805555555555
Glacier Ridge,F,18.64,2021-05-01,4.932361111111111
Glacier Ridge,F,18.64,2022-05-07,5.930555555555556
Glacier Ridge,F,31.07,2019-05-11,8.75361111111111
Glacier Ridge,F,31.07,2021-05-01,7.636111111111111
Glacier Ridge,F,31.07,2022-05-07,8.252083333333333
Glacier Ridge,F,31.07,2023-05-13,7.934166666666667
Glacier Ridge,F,50.0,2019-05-11,11.171388888888888
Glacier Ridge,F,50.0,2021-05-01,11.565
Glacier Ridge,F,50.0,2022-05-07,13.139999999999999
Glacier Ridge,F,50.0,2023-05-13,12.268333333333334
Glacier Ridge,M,18.64,2019-05-11,4.349722222222222
Glacier Ridge,M,18.64,2021-05-01,4.072222222222222
Glacier Ridge,M,18.64,2022-05-07,4.880833333333333
Glacier Ridge,M,31.07,2019-05-11,6.651111111111111
Glacier Ridge,M,31.07,2021-05-01,6.781666666666666
Glacier Ridge,M,31.07,2022-05-07,7.459444444444444
Glacier Ridge,M,31.07,2023-05-13,7.121388888888889
Glacier Ridge,M,50.0,2019-05-11,11.81361111111111
Glacier Ridge,M,50.0,2021-05-01,11.860000000000001
Glacier Ridge,M,50.0,2022-05-07,12.783333333333333
Glacier Ridge,M,50.0,2023-05-13,11.6525
Golden State,F,6.21,2019-08-24,1.06
Golden State,F,6.21,2021-08-21,1.2615277777777778
Golden State,F,6.21,2023-07-01,1.1569444444444446
Golden State,F,13.1,2019-08-24,2.806527777777778
Golden State,F,13.1,2021-08-21,2.4324999999999997
Golden State,F,13.1,2023-07-01,2.7530555555555556
Golden State,F,21.75,2019-08-24,5.209444444444444
Golden State,F,21.75,2021-08-21,4.85
Golden State,F,21.75,2023-07-01,4.983055555555555
Golden State,F,31.07,2019-08-24,6.468472222222222
Golden State,F,31.07,2021-08-21,6.485694444444444
Golden State,F,31.07,2023-07-01,6.6525
Golden State,M,6.21,2019-08-24,0.9388888888888889
Golden State,M,6.21,2021-08-21,0.9930555555555556
Golden State,M,6.21,2023-07-01,1.1019444444444444
Golden State,M,13.1,2019-08-24,2.2313888888888886
Golden State,M,13.1,2021-08-21,2.252222222222222
Golden State,M,13.1,2023-07-01,2.3755555555555556
Golden State,M,21.75,2019-08-24,4.086111111111111
Golden State,M,21.75,2021-08-21,4.051666666666667
Golden State,M,21.75,2023-07-01,4.6372222222222215
Golden State,M,31.07,2019-08-24,6.519722222222222
Golden State,M,31.07,2021-08-21,5.8966666666666665
Golden State,M,31.07,2023-07-01,6.070555555555556
Goshen Gallop,F,3.11,2019-07-20,0.7004197222222222
Goshen Gallop,F,3.11,2020-07-18,0.6166666666666667
Goshen Gallop,F,3.11,2021-07-17,0.6656459722222222
Goshen Gallop,F,3.11,2022-07-16,0.6683275
Goshen Gallop,F,3.11,2023-07-15,0.8073611111111111
Goshen Gallop,F,6.21,2019-07-20,1.2408533333333334
Goshen Gallop,F,6.21,2020-07-18,1.1908333333333334
Goshen Gallop,F,6.21,2021-07-17,1.2079475
Goshen Gallop,F,6.21,2022-07-16,1.1561952777777778
Goshen Gallop,F,6.21,2023-07-15,1.296270972222222
Goshen Gallop,M,3.11,2019-07-20,0.6947348611111112
Goshen Gallop,M,3.11,2020-07-18,0.5291666666666667
Goshen Gallop,M,3.11,2021-07-17,0.5866030555555556
Goshen Gallop,M,3.11,2022-07-16,0.652880138888889
Goshen Gallop,M,3.11,2023-07-15,0.6068055555555555
Goshen Gallop,M,6.21,2019-07-20,1.116883888888889
Goshen Gallop,M,6.21,2020-07-18,0.8997222222222221
Goshen Gallop,M,6.21,2021-07-17,0.8949423611111111
Goshen Gallop,M,6.21,2022-07-16,1.0569516666666667
Goshen Gallop,M,6.21,2023-07-15,1.0819216666666667
Grand Mesa Ultras,F,18.64,2019-07-27,4.536666666666666
Grand Mesa Ultras,F,18.64,2021-07-31,4.3005555555555555
Grand Mesa Ultras,F,18.64,2022-07-30,4.307777777777777
Grand Mesa Ultras,F,18.64,2023-07-29,4.200277777777778
Grand Mesa Ultras,F,34.18,2019-07-27,8.303333333333333
Grand Mesa Ultras,F,34.18,2021-07-31,8.488055555555556
Grand Mesa Ultras,F,34.18,2022-07-30,7.685833333333333
Grand Mesa Ultras,F,34.18,2023-07-29,8.4625
Grand Mesa Ultras,F,50.0,2019-07-27,13.328888888888889
Grand Mesa Ultras,F,50.0,2021-07-31,11.621944444444443
Grand Mesa Ultras,F,50.0,2022-07-30,13.260277777777778
Grand Mesa Ultras,F,50.0,2023-07-29,11.640138888888888
Grand Mesa Ultras,M,18.64,2019-07-27,4.349583333333333
Grand Mesa Ultras,M,18.64,2021-07-31,4.167777777777777
Grand Mesa Ultras,M,18.64,2022-07-30,4.167083333333333
Grand Mesa Ultras,M,18.64,2023-07-29,3.7863888888888884
Grand Mesa Ultras,M,34.18,2019-07-27,8.345833333333333
Grand Mesa Ultras,M,34.18,2021-07-31,7.490138888888889
Grand Mesa Ultras,M,34.18,2022-07-30,7.730833333333334
Grand Mesa Ultras,M,34.18,2023-07-29,7.936527777777778
Grand Mesa Ultras,M,50.0,2019-07-27,11.03888888888889
Grand Mesa Ultras,M,50.0,2021-07-31,11.699166666666667
Grand Mesa Ultras,M,50.0,2022-07-30,12.263888888888888
Grand Mesa Ultras,M,50.0,2023-07-29,11.964722222222223
Grand Sand 15k,F,9.32,2022-07-10,1.7975887499999998
Grand Sand 15k,F,9.32,2023-07-09,1.7016833333333332
Grand Sand 15k,M,9.32,2022-07-10,1.4769147222222223
Grand Sand 15k,M,9.32,2023-07-09,1.4683480555555555
Grayson Highlands 50 Mile / 50k / Half Marathon,F,8.0,2023-05-06,1.7876702777777778
Grayson Highlands 50 Mile / 50k / Half Marathon,F,13.1,2019-05-04,3.0310558333333333
Grayson Highlands 50 Mile / 50k / Half Marathon,F,13.1,2020-09-19,3.259722222222222
Grayson Highlands 50 Mile / 50k / Half Marathon,F,13.1,2021-05-01,3.9125
Grayson Highlands 50 Mile / 50k / Half Marathon,F,13.1,2022-05-07,3.6858333333333335
Grayson Highlands 50 Mile / 50k / Half Marathon,F,13.1,2023-05-06,3.5680356944444447
Grayson Highlands 50 Mile / 50k / Half Marathon,F,31.07,2019-05-04,7.627689722222221
Grayson Highlands 50 Mile / 50k / Half Marathon,F,31.07,2020-09-19,7.2125
Grayson Highlands 50 Mile / 50k / Half Marathon,F,31.07,2021-05-01,6.777777777777778
Grayson Highlands 50 Mile / 50k / Half Marathon,F,31.07,2022-05-07,7.850833333333333
Grayson Highlands 50 Mile / 50k / Half Marathon,F,31.07,2023-05-06,8.091796944444445
Grayson Highlands 50 Mile / 50k / Half Marathon,F,31.13,2020-09-19,7.504444444444444
Grayson Highlands 50 Mile / 50k / Half Marathon,F,50.0,2020-09-19,11.878333333333334
Grayson Highlands 50 Mile / 50k / Half Marathon,F,50.0,2021-05-01,11.574444444444445
