race_name,ppt_gender,distance_miles,date,min_time
Dirty German Endurance Fest,F,31.07,2022-05-07,261.3
Dirty German Endurance Fest,F,31.07,2023-05-20,268.37491666666665
Dirty German Endurance Fest,F,50.0,2019-05-11,474.1666666666667
Dirty German Endurance Fest,F,50.0,2021-05-08,506.0833333333333
Dirty German Endurance Fest,F,50.0,2022-05-07,513.0
Dirty German Endurance Fest,F,50.0,2023-05-20,484.10035
Dirty German Endurance Fest,M,15.53,2019-05-11,105.2
Dirty German Endurance Fest,M,15.53,2021-05-08,111.51666666666667
Dirty German Endurance Fest,M,15.53,2022-05-07,106.53333333333333
Dirty German Endurance Fest,M,15.53,2023-05-20,99.96066666666667
Dirty German Endurance Fest,M,31.07,2019-05-11,255.3
Dirty German Endurance Fest,M,31.07,2021-05-08,226.2
Dirty German Endurance Fest,M,31.07,2022-05-07,277.5833333333333
Dirty German Endurance Fest,M,31.07,2023-05-20,240.86775
Dirty German Endurance Fest,M,50.0,2019-05-11,459.1
Dirty German Endurance Fest,M,50.0,2021-05-08,391.0833333333333
Dirty German Endurance Fest,M,50.0,2022-05-07,436.21666666666664
Dirty German Endurance Fest,M,50.0,2023-05-20,484.1383
Dirty Turtle 25/50k,F,15.53,2019-05-18,154.36635
Dirty Turtle 25/50k,F,15.53,2021-05-22,179.0
Dirty Turtle 25/50k,F,15.53,2022-05-14,208.03995
Dirty Turtle 25/50k,F,15.53,2023-05-20,187.66361666666666
Dirty Turtle 25/50k,F,31.07,2019-05-18,370.37508333333335
Dirty Turtle 25/50k,F,31.07,2021-05-22,408.0
Dirty Turtle 25/50k,F,31.07,2022-05-14,428.64203333333336
Dirty Turtle 25/50k,F,31.07,2023-05-20,448.76213333333334
Dirty Turtle 25/50k,M,15.53,2019-05-18,134.7391
Dirty Turtle 25/50k,M,15.53,2021-05-22,143.0
Dirty Turtle 25/50k,M,15.53,2022-05-14,143.76203333333333
Dirty Turtle 25/50k,M,15.53,2023-05-20,158.14105
Dirty Turtle 25/50k,M,31.07,2019-05-18,320.90868333333333
Dirty Turtle 25/50k,M,31.07,2021-05-22,333.0
Dirty Turtle 25/50k,M,31.07,2022-05-14,322.0217666666667
Dirty Turtle 25/50k,M,31.07,2023-05-20,397.19553333333334
Dixon's Revenge Trail Race,F,3.11,2019-04-27,25.9087
Dixon's Revenge Trail Race,F,3.11,2022-04-30,24.35621666666667
Dixon's Revenge Trail Race,F,3.11,2023-06-17,23.789283333333334
Dixon's Revenge Trail Race,F,3.17,2019-04-27,23.3668
Dixon's Revenge Trail Race,F,3.17,2021-04-24,20.236816666666666
Dixon's Revenge Trail Race,F,3.17,2022-04-30,20.92625
Dixon's Revenge Trail Race,F,3.17,2023-06-17,23.07325
Dixon's Revenge Trail Race,F,5.0,2023-06-17,61.441966666666666
Dixon's Revenge Trail Race,F,12.43,2019-04-27,102.54588333333334
Dixon's Revenge Trail Race,F,13.1,2021-04-24,96.11398333333334
Dixon's Revenge Trail Race,F,13.1,2022-04-30,108.98365
Dixon's Revenge Trail Race,M,3.11,2019-04-27,23.038616666666666
Dixon's Revenge Trail Race,M,3.11,2022-04-30,21.1942
Dixon's Revenge Trail Race,M,3.11,2023-06-17,23.035766666666667
Dixon's Revenge Trail Race,M,3.17,2019-04-27,18.6909
Dixon's Revenge Trail Race,M,3.17,2021-04-24,17.96875
Dixon's Revenge Trail Race,M,3.17,2022-04-30,17.105933333333333
Dixon's Revenge Trail Race,M,3.17,2023-06-17,20.392333333333333
Dixon's Revenge Trail Race,M,5.0,2023-06-17,36.848333333333336
Dixon's Revenge Trail Race,M,12.43,2019-04-27,95.2276
Dixon's Revenge Trail Race,M,13.1,2021-04-24,78.91991666666667
Dixon's Revenge Trail Race,M,13.1,2022-04-30,79.74363333333334
Dragonfly Jackal Marathon,F,13.1,2020-10-27,133.01666666666668
Dragonfly Jackal Marathon,F,13.1,2021-06-29,133.45
Dragonfly Jackal Marathon,F,13.1,2022-06-21,149.7
Dragonfly Jackal Marathon,F,26.2,2019-06-18,229.96666666666667
Dragonfly Jackal Marathon,F,26.2,2020-10-27,330.71666666666664
Dragonfly Jackal Marathon,F,26.2,2021-06-29,264.01666666666665
Dragonfly Jackal Marathon,F,26.2,2022-06-21,259.96666666666664
Dragonfly Jackal Marathon,F,26.2,2023-06-20,231.4
Dragonfly Jackal Marathon,M,13.1,2021-06-29,133.81666666666666
Dragonfly Jackal Marathon,M,13.1,2022-06-21,153.43333333333334
Dragonfly Jackal Marathon,M,26.2,2019-06-18,227.2
Dragonfly Jackal Marathon,M,26.2,2020-10-27,201.75
Dragonfly Jackal Marathon,M,26.2,2021-06-29,263.4166666666667
Dragonfly Jackal Marathon,M,26.2,2022-06-21,245.11666666666667
Dragonfly Jackal Marathon,M,26.2,2023-06-20,199.01666666666668
Drummer Hill Trail Races,F,7.77,2019-06-15,92.58238333333334
Drummer Hill Trail Races,F,7.77,2022-06-11,101.70325
Drummer Hill Trail Races,F,7.77,2023-06-10,96.84888333333333
Drummer Hill Trail Races,F,15.53,2019-06-15,169.2647
Drummer Hill Trail Races,F,15.53,2022-06-11,148.49266666666668
Drummer Hill Trail Races,F,15.53,2023-06-10,195.33235
Drummer Hill Trail Races,F,23.3,2019-06-15,324.16315
Drummer Hill Trail Races,F,23.3,2023-06-10,297.59131666666667
Drummer Hill Trail Races,F,31.07,2019-06-15,363.9324
Drummer Hill Trail Races,F,31.07,2022-06-11,404.21133333333336
Drummer Hill Trail Races,F,31.07,2023-06-10,349.6462
Drummer Hill Trail Races,M,7.77,2019-06-15,83.76135
Drummer Hill Trail Races,M,7.77,2022-06-11,81.2744
Drummer Hill Trail Races,M,7.77,2023-06-10,59.833333333333336
Drummer Hill Trail Races,M,15.53,2019-06-15,140.95005
Drummer Hill Trail Races,M,15.53,2022-06-11,139.40891666666667
Drummer Hill Trail Races,M,15.53,2023-06-10,145.2523
Drummer Hill Trail Races,M,23.3,2019-06-15,212.11068333333333
Drummer Hill Trail Races,M,23.3,2023-06-10,243.9326
Drummer Hill Trail Races,M,31.07,2019-06-15,297.67651666666666
Drummer Hill Trail Races,M,31.07,2022-06-11,283.0921666666667
Drummer Hill Trail Races,M,31.07,2023-06-10,270.05496666666664
Eagle Up Ultra,F,31.07,2019-06-08,237.11666666666667
Eagle Up Ultra,F,31.07,2021-06-05,248.23333333333332
Eagle Up Ultra,F,31.07,2022-06-04,251.03333333333333
Eagle Up Ultra,F,50.0,2019-06-08,538.7833333333333
Eagle Up Ultra,F,50.0,2021-06-05,593.4333333333333
Eagle Up Ultra,F,50.0,2022-06-04,513.2666666666667
Eagle Up Ultra,F,50.0,2023-06-03,469.1333333333333
Eagle Up Ultra,F,62.14,2019-06-08,632.7833333333333
Eagle Up Ultra,F,62.14,2021-06-05,741.85
Eagle Up Ultra,F,62.14,2022-06-04,584.0
Eagle Up Ultra,F,62.14,2023-06-03,820.9833333333333
Eagle Up Ultra,F,81.0,2022-06-04,938.6666666666666
Eagle Up Ultra,F,81.0,2023-06-03,969.1166666666667
Eagle Up Ultra,F,100.0,2019-06-08,1084.9666666666667
Eagle Up Ultra,F,100.0,2022-06-04,1374.1833333333334
Eagle Up Ultra,M,31.07,2019-06-08,257.23333333333335
Eagle Up Ultra,M,31.07,2021-06-05,280.78333333333336
Eagle Up Ultra,M,31.07,2022-06-04,222.53333333333333
Eagle Up Ultra,M,50.0,2019-06-08,404.6
Eagle Up Ultra,M,50.0,2021-06-05,510.6333333333333
Eagle Up Ultra,M,50.0,2022-06-04,405.05
Eagle Up Ultra,M,50.0,2023-06-03,460.7
Eagle Up Ultra,M,62.14,2019-06-08,618.5
Eagle Up Ultra,M,62.14,2021-06-05,679.85
Eagle Up Ultra,M,62.14,2022-06-04,511.0
Eagle Up Ultra,M,62.14,2023-06-03,469.56666666666666
Eagle Up Ultra,M,81.0,2022-06-04,1166.9333333333334
Eagle Up Ultra,M,81.0,2023-06-03,1192.8833333333334
Eagle Up Ultra,M,100.0,2019-06-08,1174.5166666666667
Eagle Up Ultra,M,100.0,2022-06-04,963.5
East Texas Ultra,F,4.35,2021-05-22,41.40435
East Texas Ultra,F,4.35,2022-05-21,37.67715
East Texas Ultra,F,4.35,2023-05-20,45.5507
East Texas Ultra,F,8.7,2022-05-21,97.47408333333334
East Texas Ultra,F,8.7,2023-05-20,87.67658333333334
East Texas Ultra,F,17.4,2021-05-22,213.12303333333332
East Texas Ultra,F,17.4,2022-05-21,185.99215
East Texas Ultra,F,17.4,2023-05-20,196.27831666666665
East Texas Ultra,F,31.07,2021-05-22,347.09436666666664
East Texas Ultra,F,31.07,2022-05-21,479.03818333333334
East Texas Ultra,F,31.07,2023-05-20,332.94581666666664
East Texas Ultra,M,4.35,2021-05-22,40.616233333333334
East Texas Ultra,M,4.35,2022-05-21,36.23126666666667
East Texas Ultra,M,4.35,2023-05-20,39.560066666666664
East Texas Ultra,M,8.7,2022-05-21,85.7495
East Texas Ultra,M,8.7,2023-05-20,73.90193333333333
East Texas Ultra,M,17.4,2021-05-22,159.24201666666667
East Texas Ultra,M,17.4,2022-05-21,166.53333333333333
East Texas Ultra,M,17.4,2023-05-20,165.47166666666666
East Texas Ultra,M,31.07,2021-05-22,263.31846666666667
East Texas Ultra,M,31.07,2022-05-21,389.167
East Texas Ultra,M,31.07,2023-05-20,263.5568666666667
Echo Valley Runs,F,31.07,2019-06-15,240.9
Echo Valley Runs,F,31.07,2021-06-12,333.1166666666667
Echo Valley Runs,F,31.07,2022-06-04,293.8833333333333
Echo Valley Runs,F,31.07,2023-06-04,303.96666666666664
Echo Valley Runs,M,31.07,2019-06-15,240.96666666666667
Echo Valley Runs,M,31.07,2021-06-12,245.88333333333333
Echo Valley Runs,M,31.07,2022-06-04,249.08333333333334
Echo Valley Runs,M,31.07,2023-06-04,264.81666666666666
Elder Creek Night Runs,F,9.0,2022-07-09,100.73998333333333
Elder Creek Night Runs,F,9.0,2023-07-22,95.0
Elder Creek Night Runs,F,13.0,2021-07-24,138.69456666666667
Elder Creek Night Runs,F,13.0,2022-07-09,128.35
Elder Creek Night Runs,F,13.0,2023-07-22,171.01305
Elder Creek Night Runs,F,18.64,2021-07-24,182.96945
Elder Creek Night Runs,F,18.64,2022-07-09,214.18333333333334
Elder Creek Night Runs,F,18.64,2023-07-22,238.67905
Elder Creek Night Runs,F,31.07,2021-07-24,398.68333333333334
Elder Creek Night Runs,F,31.07,2022-07-09,407.1166666666667
Elder Creek Night Runs,F,31.07,2023-07-22,390.95348333333334
Elder Creek Night Runs,M,9.0,2022-07-09,85.71098333333333
Elder Creek Night Runs,M,9.0,2023-07-22,94.83333333333333
Elder Creek Night Runs,M,13.0,2021-07-24,106.33528333333334
Elder Creek Night Runs,M,13.0,2022-07-09,127.95
Elder Creek Night Runs,M,13.0,2023-07-22,127.02388333333333
Elder Creek Night Runs,M,18.64,2021-07-24,165.5272
Elder Creek Night Runs,M,18.64,2022-07-09,188.92855
Elder Creek Night Runs,M,18.64,2023-07-22,186.89863333333332
Elder Creek Night Runs,M,31.07,2021-07-24,330.30631666666665
Elder Creek Night Runs,M,31.07,2022-07-09,288.23333333333335
Elder Creek Night Runs,M,31.07,2023-07-22,338.1457833333333
Elk Valley Ultra,F,9.32,2023-07-22,104.68333333333334
Elk Valley Ultra,F,31.07,2019-07-27,403.0833333333333
Elk Valley Ultra,F,31.07,2022-07-23,407.8333333333333
Elk Valley Ultra,F,31.07,2023-07-22,341.5833333333333
Elk Valley Ultra,M,9.32,2023-07-22,92.75
Elk Valley Ultra,M,31.07,2019-07-27,357.65
Elk Valley Ultra,M,31.07,2022-07-23,324.1166666666667
Elk Valley Ultra,M,31.07,2023-07-22,295.68333333333334
Elk Valley Ultra,X,31.07,2023-07-22,736.8666666666667
Emerald City Trail Series,F,3.0,2022-06-02,23.016666666666666
Emerald City Trail Series,F,3.0,2023-06-01,23.9646
Emerald City Trail Series,F,4.5,2023-06-01,23.85
Emerald City Trail Series,F,5.0,2022-06-02,42.04613333333333
Emerald City Trail Series,F,5.0,2023-06-01,41.71666666666667
Emerald City Trail Series,F,6.5,2022-06-02,52.95
Emerald City Trail Series,F,6.5,2023-06-01,50.8521
Emerald City Trail Series,F,7.25,2022-06-02,50.932066666666664
Emerald City Trail Series,F,8.0,2022-06-02,68.03683333333333
Emerald City Trail Series,F,8.0,2023-06-01,67.65513333333334
Emerald City Trail Series,M,3.0,2022-06-02,19.833333333333332
Emerald City Trail Series,M,3.0,2023-06-01,21.715083333333332
Emerald City Trail Series,M,4.5,2023-06-01,20.833333333333332
Emerald City Trail Series,M,5.0,2022-06-02,37.55213333333333
Emerald City Trail Series,M,5.0,2023-06-01,34.93333333333333
Emerald City Trail Series,M,6.5,2022-06-02,46.31666666666667
Emerald City Trail Series,M,6.5,2023-06-01,44.11201666666667
Emerald City Trail Series,M,7.25,2022-06-02,40.03286666666666
Emerald City Trail Series,M,8.0,2022-06-02,62.5
Emerald City Trail Series,M,8.0,2023-06-01,61.508766666666666
Epic East Gate,F,6.21,2023-05-27,61.865066666666664
Epic East Gate,F,15.53,2019-05-25,163.75543333333334
Epic East Gate,F,15.53,2022-09-24,150.0
Epic East Gate,F,15.53,2023-05-27,150.96406666666667
Epic East Gate,F,31.07,2019-05-25,315.4107333333333
Epic East Gate,F,31.07,2022-09-24,329.0833333333333
Epic East Gate,F,31.07,2023-05-27,351.18268333333333
Epic East Gate,M,6.21,2023-05-27,57.10881666666667
Epic East Gate,M,15.53,2019-05-25,128.54863333333333
Epic East Gate,M,15.53,2022-09-24,141.0
Epic East Gate,M,15.53,2023-05-27,117.91351666666667
Epic East Gate,M,31.07,2019-05-25,280.85656666666665
Epic East Gate,M,31.07,2022-09-24,278.0
Epic East Gate,M,31.07,2023-05-27,281.77073333333334
FU5K Cancer,F,3.11,2021-05-23,25.85
FU5K Cancer,F,3.11,2023-05-28,25.746733333333335
FU5K Cancer,M,3.11,2021-05-23,19.0
FU5K Cancer,M,3.11,2023-05-28,22.604633333333332
Farm Park Challenge,F,1.0,2019-05-04,12.0
Farm Park Challenge,F,26.2,2019-05-04,230.0
Farm Park Challenge,F,26.2,2021-05-01,331.46666666666664
Farm Park Challenge,F,26.2,2022-05-07,317.23333333333335
Farm Park Challenge,F,26.2,2023-05-06,260.56666666666666
Farm Park Challenge,M,1.0,2019-05-04,12.0
Farm Park Challenge,M,26.2,2019-05-04,234.83333333333334
Farm Park Challenge,M,26.2,2021-05-01,214.1
Farm Park Challenge,M,26.2,2022-05-07,216.2
Farm Park Challenge,M,26.2,2023-05-06,203.43333333333334
Finger Lakes 50s,F,15.53,2019-07-06,133.73333333333332
Finger Lakes 50s,F,15.53,2021-07-03,140.31666666666666
Finger Lakes 50s,F,15.53,2022-07-02,131.46666666666667
Finger Lakes 50s,F,15.53,2023-06-24,135.98333333333332
Finger Lakes 50s,F,31.07,2019-07-06,303.53333333333336
Finger Lakes 50s,F,31.07,2021-07-03,274.98333333333335
Finger Lakes 50s,F,31.07,2022-07-02,330.4
Finger Lakes 50s,F,31.07,2023-06-24,307.26666666666665
Finger Lakes 50s,F,50.0,2019-07-06,474.1333333333333
Finger Lakes 50s,F,50.0,2021-07-03,460.98333333333335
Finger Lakes 50s,F,50.0,2022-07-02,519.95
Finger Lakes 50s,F,50.0,2023-06-24,608.6833333333333
Finger Lakes 50s,M,15.53,2019-07-06,126.55
Finger Lakes 50s,M,15.53,2021-07-03,114.65
Finger Lakes 50s,M,15.53,2022-07-02,113.21666666666667
Finger Lakes 50s,M,15.53,2023-06-24,127.5
Finger Lakes 50s,M,31.07,2019-07-06,278.46666666666664
Finger Lakes 50s,M,31.07,2021-07-03,291.76666666666665
Finger Lakes 50s,M,31.07,2022-07-02,268.56666666666666
Finger Lakes 50s,M,31.07,2023-06-24,248.2
Finger Lakes 50s,M,50.0,2019-07-06,456.48333333333335
Finger Lakes 50s,M,50.0,2021-07-03,460.3333333333333
Finger Lakes 50s,M,50.0,2022-07-02,393.8333333333333
Finger Lakes 50s,M,50.0,2023-06-24,478.43333333333334
Fire Trail Running Festival,F,4.97,2022-06-18,43.2739
Fire Trail Running Festival,F,4.97,2023-06-17,49.61996666666667
Fire Trail Running Festival,F,15.53,2022-06-18,205.09696666666667
Fire Trail Running Festival,F,15.53,2023-06-17,137.9123
Fire Trail Running Festival,F,31.07,2022-06-18,419.00258333333335
Fire Trail Running Festival,F,31.07,2023-06-17,339.92025
Fire Trail Running Festival,M,4.97,2022-06-18,32.74478333333333
Fire Trail Running Festival,M,4.97,2023-06-17,47.00423333333333
Fire Trail Running Festival,M,15.53,2022-06-18,133.14353333333332
Fire Trail Running Festival,M,15.53,2023-06-17,138.27526666666665
Fire Trail Running Festival,M,31.07,2022-06-18,267.0332
Fire Trail Running Festival,M,31.07,2023-06-17,318.18445
Firecracker Mile,F,1.0,2022-07-02,6.083333333333333
Firecracker Mile,F,1.0,2023-07-01,6.2
Firecracker Mile,M,1.0,2022-07-02,5.633333333333334
Firecracker Mile,M,1.0,2023-07-01,5.45
First State Trail Race,F,6.21,2021-06-12,61.3
First State Trail Race,F,6.21,2022-05-22,61.0
First State Trail Race,F,6.21,2023-05-06,61.983333333333334
First State Trail Race,F,15.53,2021-06-12,148.75
First State Trail Race,F,15.53,2022-05-22,152.21666666666667
First State Trail Race,F,15.53,2023-05-06,143.21666666666667
First State Trail Race,F,31.07,2021-06-12,331.18333333333334
First State Trail Race,F,31.07,2022-05-22,372.53333333333336
First State Trail Race,F,31.07,2023-05-06,298.76666666666665
First State Trail Race,M,6.21,2021-06-12,42.2
First State Trail Race,M,6.21,2022-05-22,58.85
First State Trail Race,M,6.21,2023-05-06,56.016666666666666
First State Trail Race,M,15.53,2021-06-12,111.26666666666667
First State Trail Race,M,15.53,2022-05-22,118.76666666666667
First State Trail Race,M,15.53,2023-05-06,120.26666666666667
First State Trail Race,M,31.07,2021-06-12,244.58333333333334
First State Trail Race,M,31.07,2022-05-22,279.4
First State Trail Race,M,31.07,2023-05-06,296.8833333333333
Fish Hatchery 5K (Trail Run),F,3.11,2019-06-02,24.316666666666666
Fish Hatchery 5K (Trail Run),F,3.11,2022-06-05,26.016666666666666
Fish Hatchery 5K (Trail Run),F,3.11,2023-06-04,23.133333333333333
Fish Hatchery 5K (Trail Run),M,3.11,2019-06-02,19.95
Fish Hatchery 5K (Trail Run),M,3.11,2022-06-05,23.766666666666666
Fish Hatchery 5K (Trail Run),M,3.11,2023-06-04,21.833333333333332
Fit Farmer 12K Trail Run,F,7.46,2019-05-18,69.48333333333333
Fit Farmer 12K Trail Run,F,7.46,2020-08-08,71.63333333333334
Fit Farmer 12K Trail Run,F,7.46,2021-05-15,70.91666666666667
Fit Farmer 12K Trail Run,F,7.46,2022-05-21,75.61666666666666
Fit Farmer 12K Trail Run,F,7.46,2023-05-13,64.53333333333333
Fit Farmer 12K Trail Run,M,7.46,2019-05-18,59.2
Fit Farmer 12K Trail Run,M,7.46,2020-08-08,57.78333333333333
Fit Farmer 12K Trail Run,M,7.46,2021-05-15,56.583333333333336
Fit Farmer 12K Trail Run,M,7.46,2022-05-21,59.9
Fit Farmer 12K Trail Run,M,7.46,2023-05-13,59.516666666666666
Flagstaff Doggie Dash & Ultra Bash!,F,3.1,2023-05-20,21.25
Flagstaff Doggie Dash & Ultra Bash!,F,3.11,2022-08-28,22.137383333333332
Flagstaff Doggie Dash & Ultra Bash!,F,3.11,2023-05-20,17.566666666666666
Flagstaff Doggie Dash & Ultra Bash!,M,3.1,2023-05-20,26.766666666666666
Flagstaff Doggie Dash & Ultra Bash!,M,3.11,2022-08-28,21.394166666666667
Flagstaff Doggie Dash & Ultra Bash!,M,3.11,2023-05-20,17.683333333333334
Flagstaff Extreme Big Pine,F,3.11,2019-06-08,29.866666666666667
Flagstaff Extreme Big Pine,F,3.73,2021-06-12,33.85
Flagstaff Extreme Big Pine,F,3.73,2022-06-11,34.983333333333334
Flagstaff Extreme Big Pine,F,3.73,2023-06-10,29.966666666666665
Flagstaff Extreme Big Pine,F,8.08,2019-06-08,61.2
Flagstaff Extreme Big Pine,F,8.08,2020-09-04,68.8
Flagstaff Extreme Big Pine,F,8.08,2021-06-12,60.21666666666667
Flagstaff Extreme Big Pine,F,8.08,2022-06-11,69.93333333333334
Flagstaff Extreme Big Pine,F,8.08,2023-06-10,63.4
Flagstaff Extreme Big Pine,F,16.78,2019-06-08,125.26666666666667
Flagstaff Extreme Big Pine,F,16.78,2020-09-04,153.35
Flagstaff Extreme Big Pine,F,16.78,2021-06-12,130.53333333333333
Flagstaff Extreme Big Pine,F,16.78,2022-06-11,140.5
Flagstaff Extreme Big Pine,F,16.78,2023-06-10,119.01666666666667
Flagstaff Extreme Big Pine,F,32.93,2022-06-11,287.98333333333335
Flagstaff Extreme Big Pine,F,32.93,2023-06-10,253.11666666666667
Flagstaff Extreme Big Pine,F,33.55,2019-06-08,316.26666666666665
Flagstaff Extreme Big Pine,F,33.55,2020-09-04,291.18333333333334
Flagstaff Extreme Big Pine,F,33.55,2021-06-12,342.3
Flagstaff Extreme Big Pine,M,3.11,2019-06-08,25.083333333333332
Flagstaff Extreme Big Pine,M,3.73,2021-06-12,25.7
Flagstaff Extreme Big Pine,M,3.73,2022-06-11,31.383333333333333
Flagstaff Extreme Big Pine,M,3.73,2023-06-10,26.033333333333335
Flagstaff Extreme Big Pine,M,8.08,2019-06-08,54.3
Flagstaff Extreme Big Pine,M,8.08,2020-09-04,71.21666666666667
Flagstaff Extreme Big Pine,M,8.08,2021-06-12,55.93333333333333
Flagstaff Extreme Big Pine,M,8.08,2022-06-11,56.11666666666667
Flagstaff Extreme Big Pine,M,8.08,2023-06-10,53.1
Flagstaff Extreme Big Pine,M,16.78,2019-06-08,118.53333333333333
Flagstaff Extreme Big Pine,M,16.78,2020-09-04,110.46666666666667
Flagstaff Extreme Big Pine,M,16.78,2021-06-12,113.78333333333333
Flagstaff Extreme Big Pine,M,16.78,2022-06-11,113.13333333333334
Flagstaff Extreme Big Pine,M,16.78,2023-06-10,113.8
Flagstaff Extreme Big Pine,M,32.93,2022-06-11,247.56666666666666
Flagstaff Extreme Big Pine,M,32.93,2023-06-10,287.51666666666665
Flagstaff Extreme Big Pine,M,33.55,2019-06-08,257.15
Flagstaff Extreme Big Pine,M,33.55,2020-09-04,337.81666666666666
Flagstaff Extreme Big Pine,M,33.55,2021-06-12,246.65
Flower Moon,F,3.11,2021-05-15,34.46666666666667
Flower Moon,F,4.0,2022-05-14,36.833333333333336
Flower Moon,F,4.0,2023-05-13,42.266666666666666
Flower Moon,F,13.1,2021-05-15,137.46666666666667
Flower Moon,F,13.1,2022-05-14,140.36666666666667
Flower Moon,F,13.1,2023-05-13,151.61666666666667
Flower Moon,F,26.2,2021-05-15,288.85
Flower Moon,F,26.2,2022-05-14,347.4
Flower Moon,F,26.2,2023-05-13,375.8333333333333
Flower Moon,F,50.0,2021-05-15,597.6666666666666
Flower Moon,F,50.0,2022-05-14,653.85
Flower Moon,F,50.0,2023-05-13,598.3166666666667
Flower Moon,M,3.11,2021-05-15,27.083333333333332
Flower Moon,M,4.0,2022-05-14,30.8
Flower Moon,M,4.0,2023-05-13,33.06666666666667
Flower Moon,M,13.1,2021-05-15,109.4
Flower Moon,M,13.1,2022-05-14,101.6
Flower Moon,M,13.1,2023-05-13,146.93333333333334
Flower Moon,M,26.2,2021-05-15,288.8333333333333
Flower Moon,M,26.2,2022-05-14,280.85
Flower Moon,M,26.2,2023-05-13,284.81666666666666
Flower Moon,M,50.0,2021-05-15,526.5
Flower Moon,M,50.0,2022-05-14,603.8
Flower Moon,M,50.0,2023-05-13,579.05
Follow the Flag 5K Trail Race,F,3.11,2019-07-06,30.316666666666666
Follow the Flag 5K Trail Race,F,3.11,2020-07-11,32.53333333333333
Follow the Flag 5K Trail Race,F,3.11,2021-07-10,25.25
Follow the Flag 5K Trail Race,F,3.11,2022-07-09,28.566666666666666
Follow the Flag 5K Trail Race,F,3.11,2023-07-08,26.783333333333335
Follow the Flag 5K Trail Race,F,3.73,2019-07-06,32.05
Follow the Flag 5K Trail Race,M,3.11,2019-07-06,26.233333333333334
Follow the Flag 5K Trail Race,M,3.11,2020-07-11,21.983333333333334
Follow the Flag 5K Trail Race,M,3.11,2021-07-10,22.083333333333332
Follow the Flag 5K Trail Race,M,3.11,2022-07-09,21.566666666666666
Follow the Flag 5K Trail Race,M,3.11,2023-07-08,21.333333333333332
Follow the Flag 5K Trail Race,M,3.73,2019-07-06,28.0
Folsom Lake Trail Run,F,6.21,2019-04-20,54.65
Folsom Lake Trail Run,F,6.21,2022-04-30,65.85
Folsom Lake Trail Run,F,6.21,2023-05-06,60.5
Folsom Lake Trail Run,F,13.1,2019-04-20,112.11666666666666
Folsom Lake Trail Run,F,13.1,2022-04-30,116.88333333333334
Folsom Lake Trail Run,F,13.1,2023-05-06,107.56666666666666
Folsom Lake Trail Run,F,21.75,2019-04-20,193.28333333333333
Folsom Lake Trail Run,F,21.75,2022-04-30,220.0
Folsom Lake Trail Run,F,21.75,2023-05-06,204.03333333333333
Folsom Lake Trail Run,F,31.07,2019-04-20,254.23333333333332
Folsom Lake Trail Run,F,31.07,2022-04-30,345.46666666666664
Folsom Lake Trail Run,F,31.07,2023-05-06,297.6166666666667
Folsom Lake Trail Run,M,6.21,2019-04-20,42.96666666666667
Folsom Lake Trail Run,M,6.21,2022-04-30,50.3
Folsom Lake Trail Run,M,6.21,2023-05-06,51.96666666666667
Folsom Lake Trail Run,M,13.1,2019-04-20,83.1
Folsom Lake Trail Run,M,13.1,2022-04-30,86.21666666666667
Folsom Lake Trail Run,M,13.1,2023-05-06,99.68333333333334
Folsom Lake Trail Run,M,21.75,2019-04-20,156.3
Folsom Lake Trail Run,M,21.75,2022-04-30,224.03333333333333
Folsom Lake Trail Run,M,21.75,2023-05-06,178.86666666666667
Folsom Lake Trail Run,M,31.07,2019-04-20,273.1333333333333
Folsom Lake Trail Run,M,31.07,2022-04-30,231.21666666666667
Folsom Lake Trail Run,M,31.07,2023-05-06,224.76666666666668
Forest Ranch Four,F,4.0,2019-04-28,35.348533333333336
Forest Ranch Four,F,4.0,2021-04-17,29.316666666666666
Forest Ranch Four,F,4.0,2022-04-23,36.99293333333333
Forest Ranch Four,F,4.0,2023-05-20,35.00788333333333
Forest Ranch Four,F,9.32,2019-04-28,89.13333333333334
Forest Ranch Four,F,9.32,2021-04-17,106.63333333333334
Forest Ranch Four,F,9.32,2022-04-23,87.3045
Forest Ranch Four,F,9.32,2023-05-20,103.12671666666667
Forest Ranch Four,F,13.1,2019-04-28,141.4931
Forest Ranch Four,F,13.1,2021-04-17,122.85
Forest Ranch Four,F,13.1,2022-04-23,119.51586666666667
Forest Ranch Four,F,13.1,2023-05-20,157.66666666666666
Forest Ranch Four,F,31.07,2019-04-28,377.1333333333333
Forest Ranch Four,F,31.07,2021-04-17,286.71666666666664
Forest Ranch Four,F,31.07,2022-04-23,394.9123333333333
Forest Ranch Four,F,31.07,2023-05-20,432.28333333333336
Forest Ranch Four,F,62.14,2021-04-17,893.2833333333333
Forest Ranch Four,F,62.14,2022-04-23,761.3188666666666
Forest Ranch Four,F,62.14,2023-05-20,578.3166666666667
Forest Ranch Four,M,4.0,2019-04-28,29.916666666666668
Forest Ranch Four,M,4.0,2021-04-17,46.0
Forest Ranch Four,M,4.0,2022-04-23,46.617383333333336
Forest Ranch Four,M,4.0,2023-05-20,49.06453333333334
Forest Ranch Four,M,9.32,2019-04-28,98.08333333333333
Forest Ranch Four,M,9.32,2021-04-17,98.43333333333334
Forest Ranch Four,M,9.32,2022-04-23,108.63866666666667
Forest Ranch Four,M,9.32,2023-05-20,99.09643333333334
Forest Ranch Four,M,13.1,2019-04-28,114.87031666666667
